onset	duration	trial_type	event_type	participant_value	gold_std	block_score	n_button_press	stim_file
429.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
431.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
433.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
435.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
437.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
439.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
441.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
443.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
445.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
447.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
449.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
451.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
453.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
455.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
457.0214	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	ME_5_amuse
459.0214	2.0	n/a	running_avg	7.315950000000001	8.0	n/a	n/a	ME_5_amuse
460.3895	0.0	n/a	button_press	8	n/a	n/a	n/a	ME_5_amuse
461.0214	2.0	n/a	running_avg	8.0	8.0	n/a	n/a	ME_5_amuse
463.0214	2.0	n/a	running_avg	8.0	8.0	n/a	n/a	ME_5_amuse
465.0214	2.0	n/a	running_avg	8.0	8.0	n/a	n/a	ME_5_amuse
467.0214	2.0	n/a	running_avg	8.0	8.0	n/a	n/a	ME_5_amuse
469.0214	2.0	n/a	running_avg	8.0	8.0	n/a	n/a	ME_5_amuse
471.0214	2.0	n/a	running_avg	8.0	8.0	n/a	n/a	ME_5_amuse
473.0214	2.0	n/a	running_avg	8.0	8.0	n/a	n/a	ME_5_amuse
475.0214	2.0	n/a	running_avg	8.0	8.6735	n/a	n/a	ME_5_amuse
477.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
479.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
481.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
483.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
485.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
486.0889	0.0	n/a	button_press	9	n/a	n/a	n/a	ME_5_amuse
487.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
489.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
491.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
493.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
495.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
497.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
499.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
501.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
503.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
505.0214	2.0	n/a	running_avg	8.0	9.0	n/a	n/a	ME_5_amuse
